day,blockNumber,timestamp,totalValueLockedUSD,dailyVolumeUSD,dailySupplySideRevenueUSD,token0Balance,token0PriceUSD,token1Balance,token1PriceUSD,dailyLPFeeROI,dailyCRVRewardROI,dailyLDORewardROI,outputTokenPriceUSD
19273,29153796,1665261079,0,30.4261953659814450964722623487929,0.006085239073196289019294452469758579,79013720551915385,1456.33952400883082124972,131846034133889984,1326.0257,0.0,,,0
19274,29323445,1665349571,0,13.93626138303014084526061770513536,0.002787252276606028169052123541027072,69426459031099511,1443.647963060889688238284314,142414669719122671,1320.640924,0.0,,,0
19275,29464988,1665438244,0,26.80997742422727311749982674511717,0.005361995484845454623499965349023434,51031931821651256,1430.981929682623098737256258,162913705885212856,1304.564861,0.0,,,0
19276,29595686,1665507835,0,19.2743386654039429786123789079648,0.00385486773308078859572247578159296,37688677696214796,1410.151835050083820607286512,178136016545056602,1295.2176,0.0,,,0
19277,29704768,1665575779,0,0.3769907491836061587345934477786442,0.00007539814983672123174691868955572884,37430337666992059,1410.151835050083820607286512,178436016545056602,1299.185688,0.0,,,0
19279,30103890,1665761836,0,2.874529640504619427581883955067534,0.0005749059281009238855163767910135066,35486198120348792,1410.151835050083820607286512,180703311888618428,1311.36,0.0,,,0
19286,31615979,1666393705,0,125.0579314543055820858318477415936,0.02501158629086111641716636954831874,65289862437370872,1397.61276625993189128007846,146976372001818409,1299.178462,0.0,,,0
19287,31829877,1666481820,0,72.05811719812151400032556215774619,0.01441162343962430280006511243154924,61056695679062355,1423.758485432974797904663252,151701116159192803,1313.23965,0.0,,,0
19288,32055150,1666566382,0,20.83884319350984089709138869483368,0.004167768638701968179418277738966736,46893141252280148,1460.109565401512102103075,167623779850290286,1366.511805,0.0,,,0
19289,32249331,1666629124,0,0.9772326541302290664250037747736375,0.0001954465308260458132850007549547275,46237525576879329,1460.109565401512102103075,168368941439253983,1338.48295,0.0,,,0
19290,32516595,1666716646,0,11.75631610387512935173627155788174,0.002351263220775025870347254311576347,38572816506576594,1521.58351577000869122157,177163941439253983,1410.180986,0.0,,,0
19291,32871042,1666823648,0,4.631638005053902132302771284328731,0.0009263276010107804264605542568657461,35784895926023833,1521.58351577000869122157,180412582934088547,1571.745,0.0,,,0
19292,32900835,1666834256,0,0.9609521528225421646012978186046595,0.0001921904305645084329202595637209319,35239446659468598,1693.990134262514045463652825,181052154706934269,1560.580854,0.0,,,0
19293,33200448,1666921494,0,0.9741877914855739979850486253788615,0.0001948375582971147995970097250757723,34679810280019524,1693.990134262514045463652825,181709949821483476,1521.061341,0.0,,,0
19294,33495550,1667012755,0,0.9587629123407488792528647633920755,0.0001917525824681497758505729526784151,34138742619962495,1693.990134262514045463652825,182347510691969140,1570.275,0.0,,,0
19296,34225625,1667234982,0,0.005104094556991645423037821799462947,0.000001020818911398329084607564359892589,34141626487336493,1693.990134262514045463652825,182344108952607278,1565.085,0.0,,,0
19297,34402507,1667293132,0,0.4188107310138607579284532024334102,0.00008376214620277215158569064048668204,34376523161793464,1693.990134262514045463652825,182067144008085748,1587.915,0.0,,,0
19299,35036679,1667503412,0,238.2382337144109474958884069378221,0.0476476467428821894991776813875644,100169065800811530,1673.96202710027081682411942,108555559923764658,1545.701,0.0,,,0
19300,35313574,1667606195,0,35.11759976633297579892899719021105,0.007023519953266595159785799438042208,104463047263810949,1761.714608818137086210101064,103868559379654620,1645.268074,0.0,,,0
19301,35548622,1667678984,0,6.7371341654609004904143542866297,0.001347426833092180098082870857325939,104580011322829800,1791.939736263491546561277813,103741583799836647,1632.83,0.0,,,0
19302,35808881,1667761963,0,6.814712134435503551232172845099515,0.001362942426887100710246434569019903,102786382143328467,1777.319157915317907255907648,105701595919068635,1610.773269,0.0,,,0
19303,36072600,1667842614,0,26.62253503038398025569156309238267,0.005324507006076796051138312618476536,104173096256900477,1725.913392523749783058623633,104190093947935359,1583.62,0.0,,,0
19304,36307341,1667911238,0,37.30741789924090950985813289145202,0.007461483579848181901971626578290402,120095508434453201,1615.730680031940431510828175,86861552721191531,1474.696593,0.0,,,0
19305,36613392,1667997359,0,13.14721773445935012286118535544496,0.002629443546891870024572237071088992,123675023730672456,1615.730680031940431510828175,82983616995999076,1227.217823,0.0,,,0
19306,37031241,1668117847,0,59.85143380589570416643506149905057,0.01197028676117914083328701229981011,127663545533921084,1412.01150680770109785737,78680761331625822,1320.802397,0.0,,,0
19307,37332399,1668204620,0,7.96932275367224735603061410558138,0.001593864550734449471206122821116276,121876635038658130,1387.805189346930536555974,84947016184487902,1265.4,0.0,,,0
19308,37437646,1668239030,0,9.650629125128075377248018427401445,0.001930125825025615075449603685480289,128933987054977769,1366.9602816625139934552777,77310953859542223,1264.535246,0.0,,,0
19311,38413763,1668556387,4603.699583340531002588196121189708,946.1633003669825006578656646279477,0.1892326600733965001315731329255896,2012037169538932300,1366.9602816625139934552777,1243179499477712207,1247.576391,4.110447622563715e-05,0.0,5.076328036490341e-15,1340.2684856930338773694089398943
19312,38676426,1668642611,1333726.199417837509915974568885378,135612.7651098507806040293720448825,27.12255302197015612080587440897656,572903609849155317819,1309.997577367261463974061897,387916523403486020918,1215.36,2.0335922795704973e-05,0.0,1.684654323827998e-17,1318.435911049015327593831972896018
19313,38924643,1668729337,2651154.550259909378990182611136854,126405.7532077663499473345655952846,25.28115064155326998946691311905696,1154202770963284894780,1312.74041191558183387810341,764130503711390013705,1199.1,9.53590225023841e-06,0.0,9.395091578853102e-18,1312.11894375788775838656531218353
19314,39172137,1668815731,4050632.217880683244076378170116901,404190.9159536472029239095074775888,80.83818319072944058478190149551758,1762950862376572097433,1314.420932668497581344892148,1150376288152339000197,1211.136004,1.9956929892051394e-05,0.0,5.8790668247507794e-18,1319.762442959704333994145599017581
19315,39466703,1668902359,4582172.721178310060655588600192748,283555.8911138883016402667244340273,56.71117822277766032805334488680521,1963124945735802398399,1316.6045011253086712303655,1298044815316798999282,1217.58,1.2376482003976997e-05,0.0,5.083032843852302e-18,1334.070716584489727903264986391559
19316,39778342,1668987997,4374019.83776263079449839795358047,384385.6604678447743602224920801327,76.87713209356895487204449841602629,2002670845076086173743,1252.964301798466828283525,1296390710277052267652,1138.39,1.7575853550059032e-05,0.0,4.865570603387254e-18,1258.35786853913652846362554677804
19317,40090112,1669075040,4328158.245510753663425469461324322,427952.9733605487982396171970986331,85.59059467210975964792343941972643,2161070479230543983748,1194.00327462101621196885,1257495087077899038994,1105.9,1.9775292356947885e-05,0.0,4.633484183543967e-18,1199.298539261731438786331884052674
19318,40390853,1669161017,4503233.601071022373674020084519197,367013.6296253463335460726911164719,73.40272592506926670921453822329441,2190984731626831580158,1225.885889436729342431013912,1268477120133321913410,1136.81627,1.6300004047671788e-05,0.0,4.626011102378938e-18,1232.979259194661149986559093194308
19319,40679790,1669247895,5663245.194579234764786143696843097,323346.623105147827196207070109836,64.66932462102956543924141402196693,2699609429919408128798,1273.97745215464142520174,1496543577790852248381,1183.61,1.1419128503023317e-05,0.0,3.757796230776259e-18,1277.406028322943172392549033545283
19320,40950128,1669334362,5874119.07468239985494392834769361,590300.5144778492708130521563033775,118.0601028955698541626104312606741,2958051237787984535561,1293.056350699695818127159663,1323729461585970896802,1201.79,2.009835030488433e-05,0.0,3.561178783284634e-18,1294.048191502403028445622876985572
19321,41217782,1669419688,5852482.231160473843551077902390625,174912.8540515314771277550328006518,34.98257081030629542555100656013027,2856789183682407101137,1303.35129464480817750233576,1362083722027581652703,1201.72,5.977390349696061e-06,0.0,3.545687209114129e-18,1309.765865361903484951929885114702
19322,41485156,1669507180,6221941.495478321940718536061982708,192391.0059226581913548528004010438,38.47820118453163827097056008020883,2957685953224658286186,1309.612972080515151043682376,1510373514828453401981,1205.277142,6.1842756336579085e-06,0.0,3.330240413794691e-18,1316.249034999378627436357390110239
19323,41743758,1669593340,6186670.681753730160277500520993157,252466.2595677582184168575087089937,50.49325191355164368337150174179869,2896032987230618329688,1304.712886043005249671630444,1535291454047612818516,1197.57,8.161619473697016e-06,0.0,3.280197397074168e-18,1320.48168578619759268764475243279
19324,42010957,1669679534,5982972.822993093686132427482105037,152026.4943112606174050426455528596,30.40529886225212348100852911057193,2854503594206543025111,1267.55934584768767972329,1589922177652989271478,1168.71,5.081971749128104e-06,0.0,3.2719282241093216e-18,1274.339676881930600977722431022558
19325,42291973,1669765416,6406512.288876819536019332697061671,278509.5637259008099272518810998605,55.70191274518016198545037621997237,2936428508000434341870,1323.34020883970548271008,1621314450059503654401,1216.745,8.694576742152124e-06,0.0,3.2874637225023357e-18,1330.436343904288295383695722617524
19326,42569443,1669852661,6714983.600878613966400944712512589,268145.82224003036266763908042821,53.62916444800607253352781608564215,2901630780834679613217,1406.012328799355080330439692,1602111916227685807148,1298.66,7.986492244149194e-06,0.0,3.2200990556709406e-18,1411.241026729757834837161447310272
19327,42836508,1669939050,6942895.583022475767866030954486031,208019.1742824453510033311420610786,41.60383485648907020066622841221572,2965959266504583748834,1384.432565245427805868298164,1768976495215744981651,1275.78,5.992288715708658e-06,0.0,3.032454003458043e-18,1389.849379335922779727631713188216
19328,43113041,1670024657,6918070.044177051864093524187845226,198715.2223678863512184486027078755,39.74304447357727024368972054157504,2921028385729739858214,1399.79999917191329492454,1736839016667116269010,1290.644559,5.744816721974222e-06,0.0,3.0393725443306893e-18,1407.724679930585869757901840783245
19329,43391973,1670111992,7730920.239709300692270522740490823,421818.5403390543550979980794669046,84.36370806781087101959961589338073,3278724034765942239117,1364.78610067643140919188,2027965317723269262575,1242.03,1.0912505297167977e-05,0.0,2.6762323860411263e-18,1381.839258079430350365608437419288
19330,43671586,1670198015,8578113.0467349324001985207765708,189528.6282914567103242192897542697,37.90572565829134206484385795085411,3609487209486679092122,1386.0804013634135558658,2234860400385357538914,1279.89611,4.41888856579237e-06,0.0,2.4105446160579292e-18,1392.248332264527241707471651585027
19331,43935965,1670283780,9261652.337666270409504158893414477,742168.1823809168277710062630800392,148.4336364761833655542012526160078,3883860807682988797424,1367.54993194303847976755157,2507499816311938545099,1258.775,1.6026690601688607e-05,0.0,2.1754587364298655e-18,1375.701705824721920147491454951223
19332,44212835,1670370749,9268939.557996301260422371319075905,37746.53582072388064083403284200826,7.549307164144776128166806568401657,3877046364242921346602,1365.533319392259199116029004,2445693199474857906050,1270.972673,8.144736641023837e-07,0.0,2.605926997909978e-18,1391.100748706871659256835019085524
19333,44470181,1670457469,9725929.70581762581320985584327326,54999.84132154659020904838330137325,10.99996826430931804180967666027465,4142475823225447489388,1341.23785556878100514070624,2701204617413610132929,1233.737743,1.1309940126062826e-06,0.0,2.406923922953032e-18,1349.454015122829056998084996347731
19334,44720741,1670543740,8946383.338856326785530575115915258,255792.0211890207722745259647035982,51.15840423780415445490519294071954,3724613699931932802953,1396.98704931704706970103985,2323616240965069131122,1281.11,5.718333576833302e-06,0.0,2.5936075670988373e-18,1403.340602316092196456187669045334
19335,44958049,1670629540,8972298.907505515408095349986920137,110128.8539343251900918734444999615,22.02577078686503801837468889999229,3669401433603072106623,1381.143890933473434837559,2464137047463710608863,1264.134749,2.4548636881056225e-06,0.0,2.542756540570234e-18,1389.855290095417602838507634373641
19336,45185826,1670715302,8952839.621987421101391742609875276,34336.29378676966526206768615279654,6.867258757353933052413537230559319,3631086006793416477581,1384.006169218468084029006792,2478020108677854635501,1269.565325,7.670481151576225e-07,0.0,2.5418173872626633e-18,1392.843963983840130927049225646898
19337,45412048,1670803058,8928652.811655042989073439588730599,21815.94405497760285005496787862975,4.363188810995520570010993575725946,3612115691785406492682,1377.12804759333375164234,2467524037118798576302,1263.44,4.886726926261507e-07,0.0,2.501583452172339e-18,1395.843485488705820336218460911861
19338,45681856,1670889068,8923075.461488139620753002987925192,45604.12072988388973433928374182171,9.120824145976777946867856748364329,3620197503035040763170,1364.573426533453925716086236,2440226110171162586807,1274.707791,1.0221614941330621e-06,0.0,2.5981225407376086e-18,1399.017700263904862586096708268466
19339,45948869,1670975655,9218984.72167978836642757297395686,9330.12202098908246491296083602187,1.866024404197816492982592167204375,3635174866979988450016,1437.77192691765021277005621,2457753774556401078238,1320.149092,2.024110529014749e-07,0.0,2.6611662218275257e-18,1437.790302063201450848069719570698
19340,46213387,1671061983,9201544.155247797978151393192551307,19914.57247204903505702220743715036,3.982914494409807011404441487430067,3654729925614747434603,1421.6647003704370573236,2453811927630819860579,1308.44157,4.328528372206183e-07,0.0,2.692752250597584e-18,1431.200901366358929039736364710972
19341,46495354,1671148774,9054725.796826566399650939889643631,42769.42083479636279165080637467298,8.553884166959272558330161274934591,3685699781238155493091,1387.6453101528424483048623,2472122417394748257058,1266.207054,9.446872670575156e-07,0.0,2.68343178464972e-18,1397.067948868961347877254491935958
19342,46751867,1671234461,8490084.546619820015069532818841495,15512.97340447392098557991241101964,3.10259468089478419711598248220393,3650882489169960415498,1312.580959603570138955015345,2452826112134283245187,1163.61,3.6543743043525155e-07,0.0,2.6889474541484505e-18,1321.607708834802926497438495742111
19343,46985466,1671320757,8386811.911687835467886468633478985,51745.08759897849833826333293191027,10.34901751979569966765266658638205,3678918294305446307969,1283.217302926244821227821156,2488815608325835627190,1184.44,1.2339632304586848e-06,0.0,2.615646968677218e-18,1292.16547359725213925390142776022
19344,47199795,1671406607,8404523.714031376085878826741223426,16137.50889088065084505971845917647,3.227501778176130169011943691835286,3676730237661005272688,1288.30613513000777776143,2479959559086278035740,1192.249652,3.8401959325640394e-07,0.0,2.5948998858008807e-18,1297.139342138632656623210574449058
19345,47422634,1671494166,8387756.678639854636363628443007542,37660.43596630369708960492068946084,7.532087193260739417920984137892164,3704025049564878630666,1264.83031091921423443632,2480034671568724675286,1167.128455,8.979858956140024e-07,0.0,2.5347786455261554e-18,1288.629777784404659023050155289163
19346,47662780,1671578323,8773034.201057963513118729233833571,74744.29889915580229370925163537701,14.94885977983116045874185032707542,3755251206541115248438,1322.5917392783065114494,2500967079526049350439,1219.075264,1.7039554887439556e-06,0.0,2.462596365369142e-18,1332.133943066999902412313097888889
19347,47916146,1671666764,8784876.397037165999781503975195463,38545.11428643245943256705813009538,7.709022857286491886513411626019077,3756707280889920459728,1320.21381413909837322473,2524492292382718288189,1211.25,8.77533445989801e-07,0.0,2.408112762118041e-18,1328.873022138696504605378054363385
19348,48146905,1671751716,9016868.371287294554905969412055801,95664.23664778383898937116773954494,19.13284732955676779787423354790898,3917999205599410119354,1324.6723816110184362879,2639142038990227521954,1216.5538,2.1218949353283357e-06,0.0,2.2470264494519223e-18,1306.636662813256936619700620708116
19349,48382275,1671839703,9692250.041682761410371402237244127,99391.86225333843587456840151380439,19.8783724506676871749136803027609,4090843795461087382408,1330.37591269736691289226958,2788790531531044258137,1220.6325,2.0509553886020485e-06,0.0,2.074824421514248e-18,1339.007693101279340266939573711319
19350,48622191,1671925366,9790135.294837864218604995074535324,4602.707584267602515149503733603736,0.9205415168535205030299007467207468,4133268193156010743793,1329.509527305836084044941541,2780373943483531520203,1221.1722,9.40274561209489e-08,0.0,2.0847800273436878e-18,1345.508337735996759922860457222325
19351,48865969,1672011334,10241275.75673136195106553420322482,151120.4445613754448278627706712923,30.22408891227508896557255413425846,4403672115814352808904,1317.52384794495755237661,2929975159363555793331,1216.61883,2.951203505325933e-06,0.0,2.063669378085769e-18,1326.6142238711429816614515347549
19352,49088556,1672098224,9840114.135998173787119721746820039,234068.0982589961834731556182103834,46.81361965179923669463112364207657,4205056939305150967605,1326.733263950999052426436848,2786100445575849653136,1220.542921,4.757426489652246e-06,0.0,2.3080231187582583e-18,1336.990373022948190159847693337792
19353,49291045,1672184060,9987715.076789226639680989970038893,133940.5189136024689837508684126093,26.78810378272049379675017368252194,4192414447860966830283,1318.797810264574604288700378,2967927966748616570029,1212.82,2.6821053240669863e-06,0.0,2.3582600892456456e-18,1326.818762077680396055749005905621
19354,49494124,1672270107,9999355.699185524774910888844086961,58731.00738789409462360669605985131,11.74620147757881892472133921197027,4239449906610403266152,1302.2901353440692876170316,3007625441703438240627,1186.815808,1.1746958335061108e-06,0.0,2.138115582849284e-18,1312.529763737877774555801990946018
19355,49690628,1672358204,10773460.90732340257067266639815711,108008.8558847017119361329796731999,21.60177117694034238722659593464,4621831844245510719630,1303.99029830755931606613,3169832376247579405439,1202.02121,2.005091155271771e-06,0.0,1.9515194445082187e-18,1314.366668077768238453870440214492
19356,49896493,1672442868,10749541.75874957593913838798606954,9432.491285622359253878789878252808,1.886498257124471850775757975650562,4626310954646496486475,1304.03465029953473656659,3145904119778045690643,1197.65,1.7549569083621254e-07,0.0,1.9456945893175206e-18,1314.497025117631209915345280548424
19357,50083188,1672530455,10770519.17855016140906072807479024,483978.9102693769963731710552441762,96.79578205387539927463421104883525,4955598814376755349558,1306.179903315310415281521138,2788232831262555809662,1196.380394,8.987104562855924e-06,0.0,1.933640758170149e-18,1316.941440580137328587650185625
19358,50231283,1672617103,10827025.88851742854995034136153973,51466.08128425356393111773937251482,10.29321625685071278622354787450297,4957848038119686791769,1304.793125638821667610351689,2837688555559011839449,1200.365,9.50696559040018e-07,0.0,2.2129203785495072e-18,1315.496638049839342068072337831657
19359,50414743,1672703074,10644283.21799848254868556081114807,20275.73489131597653549067990827072,4.055146978263195307098135981654146,4790477959092131412035,1323.79871606073667800126,2764007015123783742900,1215.14997,3.8096947396197833e-07,0.0,2.530045170816066e-18,1334.765458702044316616374291791699
19360,50653387,1672788392,10607402.98787345460941884658848848,5490.192931729825799967132706906193,1.098038586345965159993426541381238,4799113748316551254426,1312.58983616443448345778,2765568181979115977926,1214.915483,1.0351625064129831e-07,0.0,1.0155017716924922e-18,1328.316725335270668997954603085615
19361,50904768,1672873808,9794746.282724353170437192384836648,97214.78282660827945434120447263067,19.44295656532165589086824089452615,4216782739113682927747,1375.098036029981136040653464,2521222709794346474388,1254.041047,1.985039326604559e-06,0.0,1.2676880520429983e-18,1378.021287543456295095922380294809
19362,51116677,1672963174,9956589.636523081723248915700442692,16919.00402622182483833299226132448,3.383800805244364967666598452264896,4317617975068848041368,1361.64710595274123413746469,2567568751523855028976,1250.667763,3.398554051913316e-07,0.0,1.2188862275015908e-18,1370.70298537207755436485125033031
19363,51323489,1673049052,10367575.44826762333831955989734726,53885.00862720726495639778901429416,10.77700172544145299127955780285884,4366978400133002208104,1377.92607894769830153768855,2709722706099367672788,1268.38289,1.039491034255482e-06,0.0,1.2827845231640817e-18,1389.832457823234870444952727414963
19364,51518256,1673135986,10371622.91723629633229644743011766,146064.044455239363085240069388216,29.21280889104787261704801387764319,4339488282243852656241,1376.452178350397180729716691,2750018451711848414705,1263.5926,2.816609235040734e-06,0.0,1.2499475341277168e-18,1388.459696786382913126096135036129
19365,51709235,1673218932,10416734.98962900008217920180638656,555547.2526017180113889661060812313,111.1094505203436022777932212162463,4210392654637781625838,1383.1057175663115045173185,2886568155546730767491,1269.816062,1.0666437288744046e-05,0.0,1.5881069088652657e-18,1395.333997290704604496921797225704
19366,51942765,1673308097,11218911.7621644331573984149076954,183822.5067135459548121216190783009,36.76450134270919096242432381566017,4319845188604487527109,1440.563861564280886911860382,3024631306695747608616,1322.16013,3.277011364568957e-06,0.0,1.4901187384576848e-18,1452.806769788353978085554076099959
19367,52180673,1673394975,11379167.91319574862817299436516881,187685.2583820695628866587088589624,37.53705167641391257733174177179252,4140147259391543305445,1466.442339991218665418673137,3185633519364479134912,1335.371221,3.2987518914176852e-06,0.0,1.4996623892434484e-18,1480.392129646809761775725974091388
19368,52419568,1673481537,11399626.58572058292198981802895984,27694.64856053035547749354843833347,5.538929712106071095498709687666701,4137164862011726586142,1471.523047476841248425872688,3116315172939769801414,1388.780875,4.858869429148016e-07,0.0,1.3972864793875086e-18,1497.128522977080144762040196560142
19369,52654959,1673564851,12262521.0328924361014239715447475,54047.04021298981900775206459397771,10.80940804259796380155041291879555,4197280096275030435024,1561.3597052752702505571,3225959024633663833635,1421.913933,8.814996535869983e-07,0.0,1.5105417055362824e-18,1574.339814260496814101747920855945
19370,52878505,1673652511,12338613.3502267415493143493496551,152033.5923316222159748644316112492,30.40671846632444319497288632224983,4273700724451195288307,1584.68559313261760114025,3249012932043634549999,1448.8,2.464354591820131e-06,0.0,1.4992846204610041e-18,1562.788907955816373983231094806036
19371,53122089,1673740362,13365923.14822829275983285477646811,128303.4090019609926987357906246668,25.66068180039219853974715812493335,4290693108863025290376,1682.533569403050167561161866,3217501367422573778426,1550.426693,1.9198585474280258e-06,0.0,1.4373971385118318e-18,1695.665620485054203848386061977666
19372,53351886,1673826215,13437293.24764725591636040403382817,9296.469821127459695782472052104516,1.859293964225491939156494410420901,4279133921260122387459,1701.278514139499431207603998,3186972293379434580043,1552.997042,1.3836819141764557e-07,0.0,1.4823068769206611e-18,1714.069221706388892227185878808554
19373,53572256,1673911997,13264213.47538659044528935849315717,110801.8522363951315623133884218362,22.16037044727902631246267768436724,4136056185501490453960,1710.06016736054075851327,3212687522376362312409,1580.887037,1.670688615529324e-06,0.0,1.4568232826369468e-18,1720.643396450548572208911827538842
19374,53786074,1673999509,12696699.46124951596216943861712259,20667.10160301678991311074570340854,4.133420320603357982622149140681709,3847329418372982658450,1751.75154430951175176865,2996799591269941272475,1574.120147,3.255507727199977e-07,0.0,1.4581661315487425e-18,1768.573364703938472523282310699073
19375,53989766,1674084979,12153793.59442319650804231179393142,276237.041499316563395476879061645,55.24740829986331267909537581232907,3833473810314355578075,1697.6598900384290928186,3001020306047993645598,1523.823218,4.545692492689175e-06,0.0,1.490792645393057e-18,1695.539231251582102196393144202576
19376,54190239,1674172102,12538477.44875786831926728778922047,430932.6108032547306332228115368204,86.18652216065094612664456230736415,3713067392911049071294,1708.04694636058088760223711,3235714906357708489895,1550.5,6.8737629838134034e-06,0.0,1.4048156763174857e-18,1724.75320744044858082027106191811
19377,54389266,1674257042,12810446.98152356454947789360754334,226682.3027961765516580765523027466,45.33646055923531033161531046054931,3583999080454433722194,1801.76506226579074756269,3146199226450037883989,1652.44,3.5390225356401566e-06,0.0,1.5734615355643801e-18,1819.727229552106927940044856930523
19378,54604811,1674344042,13028423.55060853711768656687631942,16623.66537565412102030825744973891,3.324733075130824204061651489947782,3589639503168256174156,1819.8004897065782903098356,3189549317074562214645,1629.811743,2.551907421658495e-07,0.0,1.623242930724236e-18,1837.850107284815776534489551896725
19379,54815687,1674431622,13116012.61575495227864340967514672,23421.79123581188950630544775055153,4.684358247162377901261089550110307,3581491205032034557455,1778.67616925865181267031981,3269263987700909558916,1627.365909,3.571480437229473e-07,0.0,1.5153193526258027e-18,1832.072400432148863328403738508949
19380,55026009,1674517604,12980329.52218081196118994452049821,10009.01392352480707641683671162682,2.001802784704961415283367342325364,3578772961319466134306,1786.07013083128187456318,3235974431110051446673,1626.294425,1.5421817922913874e-07,0.0,1.6960823523783107e-18,1822.284983973254011581557679057207
